nmc_zone,esr,zone_code,supply_hrs,confidence,r,g,b,ai_answer,flag,final_supply_hrs
LAKADGANJ,SUBHAN NAGAR ESR,SZ-31,CHECK:18-24?,manual,0.341,0.403,0.256,18-24,,18-24
LAKADGANJ,SUBHAN NAGAR ESR,SZ-13,CHECK:18-24?,manual,0.369,0.416,0.215,18-24,,18-24
LAKADGANJ,SUBHAN NAGAR ESR,SZ-32,CHECK:02-04?,manual,0.404,0.386,0.21,02-04,,02-04
LAKADGANJ,SUBHAN NAGAR ESR,SZ-21,CHECK:18-24?,manual,0.341,0.416,0.243,18-24,,18-24
LAKADGANJ,SUBHAN NAGAR ESR,SZ-12,CHECK:18-24?,manual,0.337,0.407,0.255,18-24,,18-24
LAKADGANJ,SUBHAN NAGAR ESR,SZ-43,CHECK:02-04?,manual,0.377,0.366,0.257,02-04,,02-04
LAKADGANJ,SUBHAN NAGAR ESR,SZ-7,CHECK:02-04?,manual,0.392,0.359,0.249,02-04,,02-04
LAKADGANJ,SUBHAN NAGAR ESR,SZ-23,CHECK:18-24?,manual,0.355,0.416,0.23,18-24,,18-24
LAKADGANJ,SUBHAN NAGAR ESR,SZ-10,04-08,auto,0.278,0.343,0.379,04-08,,04-08
LAKADGANJ,SUBHAN NAGAR ESR,SZ-40,CHECK:02-04?,manual,0.41,0.373,0.217,02-04,,02-04
LAKADGANJ,SUBHAN NAGAR ESR,SZ-26,CHECK:18-24?,manual,0.337,0.416,0.247,18-24,,18-24
LAKADGANJ,SUBHAN NAGAR ESR,SZ-22,CHECK:18-24?,manual,0.334,0.408,0.258,18-24,,18-24
LAKADGANJ,SUBHAN NAGAR ESR,SZ-17,CHECK:18-24?,manual,0.349,0.414,0.238,18-24,,18-24
LAKADGANJ,SUBHAN NAGAR ESR,SZ-6,CHECK:02-04?,manual,0.411,0.361,0.227,02-04,,02-04
LAKADGANJ,SUBHAN NAGAR ESR,SZ-15,CHECK:18-24?,manual,0.337,0.406,0.258,18-24,,18-24
LAKADGANJ,SUBHAN NAGAR ESR,SZ-27,CHECK:02-04?,manual,0.356,0.358,0.286,02-04,,02-04
LAKADGANJ,SUBHAN NAGAR ESR,SZ-37,CHECK:02-04?,manual,0.376,0.362,0.262,02-04,,02-04
LAKADGANJ,SUBHAN NAGAR ESR,SZ-39,CHECK:02-04?,manual,0.421,0.367,0.212,02-04,,02-04
LAKADGANJ,SUBHAN NAGAR ESR,SZ-38,CHECK:02-04?,manual,0.408,0.369,0.222,02-04,,02-04
LaxmiNagar,GAYATRI NAGAR ESR,SZ-4,CHECK:18-24?,manual,0.34,0.38,0.28,18-24,,18-24
LaxmiNagar,GAYATRI NAGAR ESR,SZ-7,CHECK:02-04?,manual,0.399,0.351,0.25,02-04,,02-04
LaxmiNagar,GAYATRI NAGAR ESR,SZ-3,CHECK:02-04?,manual,0.4,0.353,0.247,02-04,,02-04
LaxmiNagar,GAYATRI NAGAR ESR,SZ-10,CHECK:02-04?,manual,0.374,0.358,0.268,02-04,,02-04
LaxmiNagar,GAYATRI NAGAR ESR,SZ-9,CHECK:02-04?,manual,0.362,0.366,0.271,02-04,,02-04
LaxmiNagar,GAYATRI NAGAR ESR,SZ-5,CHECK:02-04?,manual,0.397,0.355,0.248,02-04,,02-04
LaxmiNagar,GAYATRI NAGAR ESR,SZ-11,CHECK:02-04?,manual,0.374,0.358,0.268,02-04,,02-04
LaxmiNagar,GAYATRI NAGAR ESR,SZ-6,CHECK:02-04?,manual,0.35,0.388,0.262,18-24,,18-24
LaxmiNagar,GAYATRI NAGAR ESR,SZ-2,CHECK:18-24?,manual,0.34,0.387,0.273,18-24,,18-24
LaxmiNagar,GAYATRI NAGAR ESR,SZ-8,CHECK:18-24?,manual,0.352,0.395,0.253,18-24,,18-24
LaxmiNagar,Khamla ESR,SZ-5,CHECK:02-04?,manual,0.363,0.362,0.275,02-04,,02-04
LaxmiNagar,Khamla ESR,SZ-17,04-08,auto,0.29,0.34,0.37,04-08,,04-08
LaxmiNagar,Khamla ESR,SZ-19,CHECK:02-04?,manual,0.368,0.36,0.272,02-04,,02-04
LaxmiNagar,Khamla ESR,SZ-10,CHECK:18-24?,manual,0.341,0.386,0.274,18-24,,18-24
LaxmiNagar,Khamla ESR,SZ-11,CHECK:18-24?,manual,0.336,0.392,0.272,18-24,,18-24
LaxmiNagar,Khamla ESR,SZ-2,CHECK:02-04?,manual,0.365,0.371,0.264,02-04,,02-04
LaxmiNagar,Khamla ESR,SZ-18,CHECK:02-04?,manual,0.373,0.36,0.268,02-04,,02-04
LaxmiNagar,Khamla ESR,SZ-16,04-08,auto,0.3,0.339,0.361,04-08,,04-08
LaxmiNagar,Khamla ESR,SZ-1,CHECK:02-04?,manual,0.381,0.37,0.249,02-04,,02-04
LaxmiNagar,Khamla ESR,SZ-9,CHECK:02-04?,manual,0.368,0.362,0.27,02-04,,02-04
LaxmiNagar,Khamla ESR,SZ-7,CHECK:02-04?,manual,0.396,0.371,0.233,02-04,,02-04
LaxmiNagar,Khamla ESR,SZ-13,CHECK:18-24?,manual,0.342,0.39,0.268,18-24,,18-24
LaxmiNagar,Khamla ESR,SZ-15,CHECK:02-04?,manual,0.365,0.389,0.246,18-24,,18-24
LaxmiNagar,Khamla ESR,SZ-12,CHECK:18-24?,manual,0.344,0.385,0.272,18-24,,18-24
LaxmiNagar,Khamla ESR,SZ-8,CHECK:02-04?,manual,0.365,0.361,0.274,02-04,,02-04
LaxmiNagar,Khamla ESR,SZ-6,04-08,auto,0.3,0.341,0.359,04-08,,04-08
LaxmiNagar,Khamla ESR,SZ-4,CHECK:02-04?,manual,0.364,0.363,0.273,02-04,,02-04
LaxmiNagar,Khamla ESR,SZ-3,CHECK:02-04?,manual,0.376,0.363,0.261,02-04,,02-04
LaxmiNagar,Khamla ESR,SZ-14,CHECK:02-04?,manual,0.363,0.361,0.277,02-04,,02-04
LaxmiNagar,Khamla ESR,SZ-20,CHECK:02-04?,manual,0.368,0.359,0.274,02-04,,02-04
LaxmiNagar,Laxmi Nagar New ESR,SZ-4,CHECK:18-24?,manual,0.344,0.385,0.271,18-24,,18-24
LaxmiNagar,Laxmi Nagar New ESR,SZ-3,CHECK:02-04?,manual,0.405,0.355,0.241,02-04,,02-04
LaxmiNagar,Laxmi Nagar New ESR,SZ-1,CHECK:18-24?,manual,0.33,0.395,0.275,18-24,,18-24
LaxmiNagar,Laxmi Nagar New ESR,SZ-6,CHECK:02-04?,manual,0.357,0.396,0.247,18-24,,18-24
LaxmiNagar,Laxmi Nagar New ESR,SZ-11,CHECK:02-04?,manual,0.366,0.363,0.271,02-04,,02-04
LaxmiNagar,Laxmi Nagar New ESR,SZ-9,04-08,auto,0.291,0.341,0.368,04-08,,04-08
LaxmiNagar,Laxmi Nagar New ESR,SZ-12,CHECK:02-04?,manual,0.367,0.36,0.273,02-04,,02-04
LaxmiNagar,Laxmi Nagar New ESR,SZ-13,CHECK:02-04?,manual,0.344,0.384,0.272,18-24,,18-24
LaxmiNagar,Laxmi Nagar New ESR,SZ-10,CHECK:02-04?,manual,0.327,0.343,0.33,02-04,,02-04
LaxmiNagar,Laxmi Nagar New ESR,SZ-14,CHECK:02-04?,manual,0.37,0.364,0.267,02-04,,02-04
LaxmiNagar,Laxmi Nagar New ESR,SZ-7,04-08,auto,0.291,0.342,0.367,04-08,,04-08
LaxmiNagar,Laxmi Nagar New ESR,SZ-5,04-08,auto,0.281,0.351,0.367,04-08,,04-08
LaxmiNagar,Laxmi Nagar New ESR,SZ-8,CHECK:18-24?,manual,0.341,0.411,0.248,18-24,,18-24
LaxmiNagar,Laxmi Nagar New ESR,SZ-2,CHECK:02-04?,manual,0.349,0.386,0.266,18-24,,18-24
LaxmiNagar,Laxmi Nagar Old ESR,SZ-15,CHECK:18-24?,manual,0.334,0.39,0.276,18-24,,18-24
LaxmiNagar,Laxmi Nagar Old ESR,SZ-7,CHECK:02-04?,manual,0.35,0.383,0.267,18-24,,18-24
LaxmiNagar,Laxmi Nagar Old ESR,SZ-6,CHECK:02-04?,manual,0.349,0.383,0.269,18-24,,18-24
LaxmiNagar,Laxmi Nagar Old ESR,SZ-4,CHECK:02-04?,manual,0.364,0.399,0.237,18-24,,18-24
LaxmiNagar,Laxmi Nagar Old ESR,SZ-5,CHECK:02-04?,manual,0.407,0.362,0.231,02-04,,02-04
LaxmiNagar,Laxmi Nagar Old ESR,SZ-16,CHECK:02-04?,manual,0.349,0.385,0.266,18-24,,18-24
LaxmiNagar,Laxmi Nagar Old ESR,SZ-3,CHECK:18-24?,manual,0.339,0.39,0.271,18-24,,18-24
LaxmiNagar,Laxmi Nagar Old ESR,SZ-8,CHECK:18-24?,manual,0.337,0.393,0.27,18-24,,18-24
LaxmiNagar,Laxmi Nagar Old ESR,SZ-11,CHECK:18-24?,manual,0.347,0.444,0.208,18-24,,18-24
LaxmiNagar,Laxmi Nagar Old ESR,SZ-13,04-08,auto,0.295,0.35,0.355,04-08,,04-08
LaxmiNagar,Laxmi Nagar Old ESR,SZ-14,CHECK:02-04?,manual,0.366,0.36,0.274,02-04,,02-04
LaxmiNagar,Laxmi Nagar Old ESR,SZ-9,CHECK:18-24?,manual,0.343,0.385,0.272,18-24,,18-24
LaxmiNagar,Laxmi Nagar Old ESR,SZ-17,CHECK:02-04?,manual,0.366,0.36,0.274,02-04,,02-04
LaxmiNagar,Laxmi Nagar Old ESR,SZ-2,CHECK:02-04?,manual,0.37,0.38,0.25,02-04,,02-04
LaxmiNagar,Laxmi Nagar Old ESR,SZ-10,CHECK:18-24?,manual,0.345,0.388,0.267,18-24,,18-24
LaxmiNagar,Laxmi Nagar Old ESR,SZ-12,CHECK:02-04?,manual,0.381,0.386,0.233,02-04,,02-04
LaxmiNagar,Laxmi Nagar Old ESR,SZ-1,CHECK:18-24?,manual,0.342,0.388,0.27,18-24,,18-24
LaxmiNagar,Laxmi Nagar Old ESR,SZ-7,CHECK:18-24?,manual,0.345,0.393,0.262,18-24,,18-24
LaxmiNagar,PRATAP NAGAR ESR,SZ-14,CHECK:02-04?,manual,0.389,0.352,0.259,02-04,,02-04
LaxmiNagar,PRATAP NAGAR ESR,SZ-11,CHECK:02-04?,manual,0.323,0.35,0.327,18-24,,18-24
LaxmiNagar,PRATAP NAGAR ESR,SZ-13,CHECK:02-04?,manual,0.321,0.352,0.327,18-24,,18-24
LaxmiNagar,PRATAP NAGAR ESR,SZ-8,CHECK:18-24?,manual,0.312,0.354,0.334,18-24,,18-24
LaxmiNagar,PRATAP NAGAR ESR,SZ-4,CHECK:02-04?,manual,0.346,0.35,0.303,02-04,,02-04
LaxmiNagar,PRATAP NAGAR ESR,SZ-16,CHECK:02-04?,manual,0.315,0.35,0.335,18-24,,18-24
LaxmiNagar,PRATAP NAGAR ESR,SZ-1,CHECK:18-24?,manual,0.337,0.385,0.279,18-24,,18-24
LaxmiNagar,PRATAP NAGAR ESR,SZ-6,CHECK:02-04?,manual,0.359,0.361,0.28,02-04,,02-04
LaxmiNagar,PRATAP NAGAR ESR,SZ-15,CHECK:02-04?,manual,0.317,0.353,0.33,18-24,,18-24
LaxmiNagar,PRATAP NAGAR ESR,SZ-12,CHECK:02-04?,manual,0.365,0.356,0.279,02-04,,02-04
LaxmiNagar,PRATAP NAGAR ESR,SZ-18,CHECK:02-04?,manual,0.37,0.355,0.275,02-04,,02-04
LaxmiNagar,PRATAP NAGAR ESR,SZ-7,CHECK:02-04?,manual,0.32,0.349,0.331,18-24,,18-24
LaxmiNagar,PRATAP NAGAR ESR,SZ-20,CHECK:02-04?,manual,0.323,0.35,0.327,18-24,,18-24
LaxmiNagar,PRATAP NAGAR ESR,SZ-10,CHECK:02-04?,manual,0.381,0.356,0.263,02-04,,02-04
LaxmiNagar,PRATAP NAGAR ESR,SZ-2,CHECK:02-04?,manual,0.318,0.349,0.333,18-24,,18-24
LaxmiNagar,PRATAP NAGAR ESR,SZ-19,CHECK:02-04?,manual,0.372,0.356,0.273,02-04,,02-04
LaxmiNagar,PRATAP NAGAR ESR,SZ-3,CHECK:02-04?,manual,0.396,0.357,0.247,02-04,,02-04
LaxmiNagar,PRATAP NAGAR ESR,SZ-5,CHECK:02-04?,manual,0.318,0.356,0.326,18-24,,18-24
LaxmiNagar,PRATAP NAGAR ESR,SZ-17,CHECK:02-04?,manual,0.361,0.359,0.281,02-04,,02-04
LaxmiNagar,PRATAP NAGAR ESR,SZ-9,CHECK:02-04?,manual,0.32,0.351,0.329,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-15,CHECK:18-24?,manual,0.343,0.386,0.271,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-10,CHECK:18-24?,manual,0.341,0.385,0.275,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-8,CHECK:18-24?,manual,0.342,0.385,0.274,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-16,CHECK:18-24?,manual,0.335,0.391,0.274,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-2,CHECK:18-24?,manual,0.339,0.387,0.274,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-9,CHECK:18-24?,manual,0.336,0.391,0.273,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-3,CHECK:18-24?,manual,0.34,0.395,0.265,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-17,CHECK:02-04?,manual,0.352,0.383,0.265,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-14,CHECK:18-24?,manual,0.337,0.389,0.274,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-13,CHECK:18-24?,manual,0.339,0.397,0.264,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-4,CHECK:18-24?,manual,0.341,0.387,0.273,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-18,CHECK:18-24?,manual,0.343,0.383,0.274,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-5,CHECK:18-24?,manual,0.327,0.393,0.28,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-11,CHECK:02-04?,manual,0.353,0.389,0.258,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-6,CHECK:18-24?,manual,0.337,0.395,0.268,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-7,CHECK:18-24?,manual,0.339,0.392,0.269,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-12,CHECK:18-24?,manual,0.34,0.388,0.272,18-24,,18-24
LaxmiNagar,Trimurty Nagar ESR,SZ-1,CHECK:18-24?,manual,0.35,0.39,0.26,18-24,,18-24
MANGALWARI,GITTIKHADAN ESR,SZ-22,04-08,auto,0.299,0.339,0.362,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-2,CHECK:02-04?,manual,0.361,0.361,0.278,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-8,04-08,auto,0.291,0.336,0.373,02-04,AI_DISAGREES_ON_BLUE(02-04),04-08
MANGALWARI,GITTIKHADAN ESR,SZ-14,04-08,auto,0.3,0.337,0.362,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-13,04-08,auto,0.293,0.339,0.369,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-26,04-08,auto,0.293,0.344,0.363,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-6,04-08,auto,0.289,0.343,0.368,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-19,CHECK:18-24?,manual,0.334,0.413,0.254,18-24,,18-24
MANGALWARI,GITTIKHADAN ESR,SZ-31,CHECK:02-04?,manual,0.362,0.363,0.275,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-18,04-08,auto,0.29,0.343,0.367,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-29,CHECK:02-04?,manual,0.367,0.362,0.272,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-30,CHECK:02-04?,manual,0.38,0.359,0.261,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-39,04-08,auto,0.297,0.34,0.363,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-40,CHECK:02-04?,manual,0.365,0.36,0.274,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-7,04-08,auto,0.294,0.34,0.366,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-37,04-08,auto,0.298,0.339,0.363,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-16,04-08,auto,0.296,0.339,0.365,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-36,04-08,auto,0.286,0.344,0.37,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-9,CHECK:18-24?,manual,0.328,0.414,0.259,18-24,,18-24
MANGALWARI,GITTIKHADAN ESR,SZ-24,CHECK:02-04?,manual,0.371,0.358,0.27,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-21,CHECK:02-04?,manual,0.365,0.365,0.269,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-32,CHECK:02-04?,manual,0.365,0.365,0.27,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-1,CHECK:02-04?,manual,0.364,0.36,0.275,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-10,CHECK:02-04?,manual,0.353,0.363,0.284,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-38,04-08,auto,0.291,0.34,0.369,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-5,04-08,auto,0.291,0.343,0.366,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-28,CHECK:02-04?,manual,0.364,0.36,0.276,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-17,CHECK:02-04?,manual,0.366,0.368,0.265,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-42,CHECK:02-04?,manual,0.362,0.364,0.274,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-4,04-08,auto,0.295,0.339,0.366,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-27,04-08,auto,0.29,0.34,0.37,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-11,04-08,auto,0.297,0.34,0.364,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-25,CHECK:02-04?,manual,0.361,0.367,0.273,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-23,CHECK:02-04?,manual,0.361,0.36,0.278,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-43,CHECK:02-04?,manual,0.386,0.357,0.257,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-41,CHECK:02-04?,manual,0.365,0.363,0.272,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-20,CHECK:18-24?,manual,0.335,0.404,0.261,18-24,,18-24
MANGALWARI,GITTIKHADAN ESR,SZ-15,04-08,auto,0.294,0.339,0.367,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-35,04-08,auto,0.294,0.341,0.366,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-12,04-08,auto,0.297,0.34,0.364,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-44,CHECK:02-04?,manual,0.402,0.359,0.239,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-3,CHECK:02-04?,manual,0.365,0.361,0.274,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-34,04-08,auto,0.296,0.34,0.364,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-33,04-08,auto,0.3,0.34,0.36,04-08,,04-08
MANGALWARI,GITTIKHADAN ESR,SZ-8,CHECK:02-04?,manual,0.366,0.364,0.27,02-04,,02-04
MANGALWARI,GITTIKHADAN ESR,SZ-3,CHECK:02-04?,manual,0.367,0.365,0.269,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-32,CHECK:02-04?,manual,0.374,0.36,0.266,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-30,04-08,auto,0.289,0.346,0.366,04-08,,04-08
MANGALWARI,GOREWADA ESR,SZ-38,04-08,auto,0.298,0.337,0.365,04-08,,04-08
MANGALWARI,GOREWADA ESR,SZ-31,CHECK:02-04?,manual,0.396,0.351,0.253,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-22,CHECK:02-04?,manual,0.396,0.351,0.253,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-9,04-08,auto,0.302,0.336,0.361,04-08,,04-08
MANGALWARI,GOREWADA ESR,SZ-46,CHECK:02-04?,manual,0.428,0.308,0.264,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-45,CHECK:02-04?,manual,0.394,0.35,0.256,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-44,CHECK:02-04?,manual,0.429,0.302,0.269,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-43,CHECK:02-04?,manual,0.422,0.308,0.27,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-42,CHECK:02-04?,manual,0.421,0.308,0.27,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-41,CHECK:02-04?,manual,0.424,0.307,0.269,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-27,CHECK:02-04?,manual,0.416,0.307,0.276,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-26,CHECK:02-04?,manual,0.414,0.322,0.265,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-23,CHECK:02-04?,manual,0.397,0.352,0.251,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-25,CHECK:02-04?,manual,0.391,0.352,0.258,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-28,CHECK:02-04?,manual,0.395,0.354,0.251,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-24,CHECK:02-04?,manual,0.447,0.398,0.155,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-21,CHECK:02-04?,manual,0.392,0.353,0.255,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-19,CHECK:02-04?,manual,0.372,0.357,0.271,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-20,CHECK:02-04?,manual,0.367,0.36,0.273,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-39,CHECK:02-04?,manual,0.374,0.356,0.27,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-36,CHECK:02-04?,manual,0.369,0.358,0.273,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-34,CHECK:02-04?,manual,0.369,0.36,0.27,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-35,CHECK:02-04?,manual,0.366,0.357,0.277,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-33,CHECK:02-04?,manual,0.366,0.358,0.276,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-8,CHECK:02-04?,manual,0.394,0.354,0.252,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-10,CHECK:02-04?,manual,0.396,0.355,0.249,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-14,CHECK:02-04?,manual,0.387,0.355,0.258,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-16,CHECK:02-04?,manual,0.366,0.357,0.276,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-15,CHECK:02-04?,manual,0.37,0.36,0.27,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-17,CHECK:02-04?,manual,0.379,0.361,0.26,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-18,CHECK:02-04?,manual,0.409,0.356,0.236,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-7,CHECK:02-04?,manual,0.406,0.358,0.236,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-13,CHECK:02-04?,manual,0.406,0.355,0.24,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-11,CHECK:02-04?,manual,0.4,0.355,0.245,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-12,CHECK:02-04?,manual,0.396,0.355,0.249,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-29,04-08,auto,0.301,0.339,0.36,04-08,,04-08
MANGALWARI,GOREWADA ESR,SZ-1,04-08,auto,0.3,0.34,0.359,04-08,,04-08
MANGALWARI,GOREWADA ESR,SZ-4,CHECK:18-24?,manual,0.343,0.409,0.248,18-24,,18-24
MANGALWARI,GOREWADA ESR,SZ-2,04-08,auto,0.276,0.352,0.372,04-08,,04-08
MANGALWARI,GOREWADA ESR,SZ-3,04-08,auto,0.296,0.341,0.363,04-08,,04-08
MANGALWARI,GOREWADA ESR,SZ-5,04-08,auto,0.305,0.335,0.36,04-08,,04-08
MANGALWARI,GOREWADA ESR,SZ-6,CHECK:02-04?,manual,0.429,0.356,0.215,02-04,,02-04
MANGALWARI,GOREWADA ESR,SZ-37,04-08,auto,0.303,0.339,0.358,04-08,,04-08
MANGALWARI,GOREWADA ESR,SZ-40,04-08,auto,0.276,0.359,0.366,04-08,,04-08
MANGALWARI,GOREWADA ESR,SZ-47,04-08,auto,0.269,0.36,0.37,04-08,,04-08
MANGALWARI,GOREWADA ESR,SZ-48,04-08,auto,0.284,0.358,0.358,04-08,,04-08
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-8,CHECK:02-04?,manual,0.366,0.366,0.268,02-04,,02-04
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-4,04-08,auto,0.273,0.337,0.39,04-08,,04-08
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-2,CHECK:18-24?,manual,0.335,0.438,0.227,18-24,,18-24
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-1,CHECK:18-24?,manual,0.328,0.445,0.227,18-24,,18-24
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-6,04-08,auto,0.266,0.334,0.4,04-08,,04-08
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-15,CHECK:18-24?,manual,0.327,0.434,0.239,18-24,,18-24
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-14,04-08,auto,0.258,0.337,0.405,04-08,,04-08
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-10,04-08,auto,0.273,0.33,0.397,04-08,,04-08
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-9,CHECK:18-24?,manual,0.348,0.445,0.207,18-24,,18-24
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-5,04-08,auto,0.274,0.335,0.391,04-08,,04-08
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-13,04-08,auto,0.265,0.333,0.402,04-08,,04-08
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-7,CHECK:18-24?,manual,0.341,0.454,0.205,18-24,,18-24
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-3,04-08,auto,0.273,0.333,0.394,04-08,,04-08
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-17,04-08,auto,0.315,0.332,0.352,04-08,,04-08
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-11,04-08,auto,0.303,0.338,0.359,04-08,,04-08
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-12,04-08,auto,0.298,0.336,0.366,04-08,,04-08
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-15,CHECK:02-04?,manual,0.37,0.356,0.274,02-04,,02-04
