nmc_zone,esr,zone_code,supply_hrs,confidence,r,g,b
LaxmiNagar,Laxmi Nagar Old ESR,SZ-7,CHECK:18-24?,manual,0.345,0.393,0.262
LaxmiNagar,PRATAP NAGAR ESR,SZ-14,CHECK:02-04?,manual,0.389,0.352,0.259
LaxmiNagar,PRATAP NAGAR ESR,SZ-11,CHECK:02-04?,manual,0.323,0.35,0.327
LaxmiNagar,PRATAP NAGAR ESR,SZ-13,CHECK:02-04?,manual,0.321,0.352,0.327
LaxmiNagar,PRATAP NAGAR ESR,SZ-8,CHECK:18-24?,manual,0.312,0.354,0.334
LaxmiNagar,PRATAP NAGAR ESR,SZ-4,CHECK:02-04?,manual,0.346,0.35,0.303
LaxmiNagar,PRATAP NAGAR ESR,SZ-16,CHECK:02-04?,manual,0.315,0.35,0.335
LaxmiNagar,PRATAP NAGAR ESR,SZ-1,CHECK:18-24?,manual,0.337,0.385,0.279
LaxmiNagar,PRATAP NAGAR ESR,SZ-6,CHECK:02-04?,manual,0.359,0.361,0.28
LaxmiNagar,PRATAP NAGAR ESR,SZ-15,CHECK:02-04?,manual,0.317,0.353,0.33
LaxmiNagar,PRATAP NAGAR ESR,SZ-12,CHECK:02-04?,manual,0.365,0.356,0.279
LaxmiNagar,PRATAP NAGAR ESR,SZ-18,CHECK:02-04?,manual,0.37,0.355,0.275
LaxmiNagar,PRATAP NAGAR ESR,SZ-7,CHECK:02-04?,manual,0.32,0.349,0.331
LaxmiNagar,PRATAP NAGAR ESR,SZ-20,CHECK:02-04?,manual,0.323,0.35,0.327
LaxmiNagar,PRATAP NAGAR ESR,SZ-10,CHECK:02-04?,manual,0.381,0.356,0.263
LaxmiNagar,PRATAP NAGAR ESR,SZ-2,CHECK:02-04?,manual,0.318,0.349,0.333
LaxmiNagar,PRATAP NAGAR ESR,SZ-19,CHECK:02-04?,manual,0.372,0.356,0.273
LaxmiNagar,PRATAP NAGAR ESR,SZ-3,CHECK:02-04?,manual,0.396,0.357,0.247
LaxmiNagar,PRATAP NAGAR ESR,SZ-5,CHECK:02-04?,manual,0.318,0.356,0.326
LaxmiNagar,PRATAP NAGAR ESR,SZ-17,CHECK:02-04?,manual,0.361,0.359,0.281
LaxmiNagar,PRATAP NAGAR ESR,SZ-9,CHECK:02-04?,manual,0.32,0.351,0.329
LaxmiNagar,Trimurty Nagar ESR,SZ-15,CHECK:18-24?,manual,0.343,0.386,0.271
LaxmiNagar,Trimurty Nagar ESR,SZ-10,CHECK:18-24?,manual,0.341,0.385,0.275
LaxmiNagar,Trimurty Nagar ESR,SZ-8,CHECK:18-24?,manual,0.342,0.385,0.274
LaxmiNagar,Trimurty Nagar ESR,SZ-16,CHECK:18-24?,manual,0.335,0.391,0.274
LaxmiNagar,Trimurty Nagar ESR,SZ-2,CHECK:18-24?,manual,0.339,0.387,0.274
LaxmiNagar,Trimurty Nagar ESR,SZ-9,CHECK:18-24?,manual,0.336,0.391,0.273
LaxmiNagar,Trimurty Nagar ESR,SZ-3,CHECK:18-24?,manual,0.34,0.395,0.265
LaxmiNagar,Trimurty Nagar ESR,SZ-17,CHECK:02-04?,manual,0.352,0.383,0.265
LaxmiNagar,Trimurty Nagar ESR,SZ-14,CHECK:18-24?,manual,0.337,0.389,0.274
LaxmiNagar,Trimurty Nagar ESR,SZ-13,CHECK:18-24?,manual,0.339,0.397,0.264
LaxmiNagar,Trimurty Nagar ESR,SZ-4,CHECK:18-24?,manual,0.341,0.387,0.273
LaxmiNagar,Trimurty Nagar ESR,SZ-18,CHECK:18-24?,manual,0.343,0.383,0.274
LaxmiNagar,Trimurty Nagar ESR,SZ-5,CHECK:18-24?,manual,0.327,0.393,0.28
LaxmiNagar,Trimurty Nagar ESR,SZ-11,CHECK:02-04?,manual,0.353,0.389,0.258
LaxmiNagar,Trimurty Nagar ESR,SZ-6,CHECK:18-24?,manual,0.337,0.395,0.268
LaxmiNagar,Trimurty Nagar ESR,SZ-7,CHECK:18-24?,manual,0.339,0.392,0.269
LaxmiNagar,Trimurty Nagar ESR,SZ-12,CHECK:18-24?,manual,0.34,0.388,0.272
LaxmiNagar,Trimurty Nagar ESR,SZ-1,CHECK:18-24?,manual,0.35,0.39,0.26
MANGALWARI,GITTIKHADAN ESR,SZ-22,04-08,auto,0.299,0.339,0.362
MANGALWARI,GITTIKHADAN ESR,SZ-2,CHECK:02-04?,manual,0.361,0.361,0.278
MANGALWARI,GITTIKHADAN ESR,SZ-8,04-08,auto,0.291,0.336,0.373
MANGALWARI,GITTIKHADAN ESR,SZ-14,04-08,auto,0.3,0.337,0.362
MANGALWARI,GITTIKHADAN ESR,SZ-13,04-08,auto,0.293,0.339,0.369
MANGALWARI,GITTIKHADAN ESR,SZ-26,04-08,auto,0.293,0.344,0.363
MANGALWARI,GITTIKHADAN ESR,SZ-6,04-08,auto,0.289,0.343,0.368
MANGALWARI,GITTIKHADAN ESR,SZ-19,CHECK:18-24?,manual,0.334,0.413,0.254
MANGALWARI,GITTIKHADAN ESR,SZ-31,CHECK:02-04?,manual,0.362,0.363,0.275
MANGALWARI,GITTIKHADAN ESR,SZ-18,04-08,auto,0.29,0.343,0.367
MANGALWARI,GITTIKHADAN ESR,SZ-29,CHECK:02-04?,manual,0.367,0.362,0.272
MANGALWARI,GITTIKHADAN ESR,SZ-30,CHECK:02-04?,manual,0.38,0.359,0.261
MANGALWARI,GITTIKHADAN ESR,SZ-39,04-08,auto,0.297,0.34,0.363
MANGALWARI,GITTIKHADAN ESR,SZ-40,CHECK:02-04?,manual,0.365,0.36,0.274
MANGALWARI,GITTIKHADAN ESR,SZ-7,04-08,auto,0.294,0.34,0.366
MANGALWARI,GITTIKHADAN ESR,SZ-37,04-08,auto,0.298,0.339,0.363
MANGALWARI,GITTIKHADAN ESR,SZ-16,04-08,auto,0.296,0.339,0.365
MANGALWARI,GITTIKHADAN ESR,SZ-36,04-08,auto,0.286,0.344,0.37
MANGALWARI,GITTIKHADAN ESR,SZ-9,CHECK:18-24?,manual,0.328,0.414,0.259
MANGALWARI,GITTIKHADAN ESR,SZ-24,CHECK:02-04?,manual,0.371,0.358,0.27
MANGALWARI,GITTIKHADAN ESR,SZ-21,CHECK:02-04?,manual,0.365,0.365,0.269
MANGALWARI,GITTIKHADAN ESR,SZ-32,CHECK:02-04?,manual,0.365,0.365,0.27
MANGALWARI,GITTIKHADAN ESR,SZ-1,CHECK:02-04?,manual,0.364,0.36,0.275
MANGALWARI,GITTIKHADAN ESR,SZ-10,CHECK:02-04?,manual,0.353,0.363,0.284
MANGALWARI,GITTIKHADAN ESR,SZ-38,04-08,auto,0.291,0.34,0.369
MANGALWARI,GITTIKHADAN ESR,SZ-5,04-08,auto,0.291,0.343,0.366
MANGALWARI,GITTIKHADAN ESR,SZ-28,CHECK:02-04?,manual,0.364,0.36,0.276
MANGALWARI,GITTIKHADAN ESR,SZ-17,CHECK:02-04?,manual,0.366,0.368,0.265
MANGALWARI,GITTIKHADAN ESR,SZ-42,CHECK:02-04?,manual,0.362,0.364,0.274
MANGALWARI,GITTIKHADAN ESR,SZ-4,04-08,auto,0.295,0.339,0.366
MANGALWARI,GITTIKHADAN ESR,SZ-27,04-08,auto,0.29,0.34,0.37
MANGALWARI,GITTIKHADAN ESR,SZ-11,04-08,auto,0.297,0.34,0.364
MANGALWARI,GITTIKHADAN ESR,SZ-25,CHECK:02-04?,manual,0.361,0.367,0.273
MANGALWARI,GITTIKHADAN ESR,SZ-23,CHECK:02-04?,manual,0.361,0.36,0.278
MANGALWARI,GITTIKHADAN ESR,SZ-43,CHECK:02-04?,manual,0.386,0.357,0.257
MANGALWARI,GITTIKHADAN ESR,SZ-41,CHECK:02-04?,manual,0.365,0.363,0.272
MANGALWARI,GITTIKHADAN ESR,SZ-20,CHECK:18-24?,manual,0.335,0.404,0.261
MANGALWARI,GITTIKHADAN ESR,SZ-15,04-08,auto,0.294,0.339,0.367
MANGALWARI,GITTIKHADAN ESR,SZ-35,04-08,auto,0.294,0.341,0.366
MANGALWARI,GITTIKHADAN ESR,SZ-12,04-08,auto,0.297,0.34,0.364
MANGALWARI,GITTIKHADAN ESR,SZ-44,CHECK:02-04?,manual,0.402,0.359,0.239
MANGALWARI,GITTIKHADAN ESR,SZ-3,CHECK:02-04?,manual,0.365,0.361,0.274
MANGALWARI,GITTIKHADAN ESR,SZ-34,04-08,auto,0.296,0.34,0.364
MANGALWARI,GITTIKHADAN ESR,SZ-33,04-08,auto,0.3,0.34,0.36
MANGALWARI,GITTIKHADAN ESR,SZ-8,CHECK:02-04?,manual,0.366,0.364,0.27
MANGALWARI,GITTIKHADAN ESR,SZ-3,CHECK:02-04?,manual,0.367,0.365,0.269
MANGALWARI,GOREWADA ESR,SZ-32,CHECK:02-04?,manual,0.374,0.36,0.266
MANGALWARI,GOREWADA ESR,SZ-30,04-08,auto,0.289,0.346,0.366
MANGALWARI,GOREWADA ESR,SZ-38,04-08,auto,0.298,0.337,0.365
MANGALWARI,GOREWADA ESR,SZ-31,CHECK:02-04?,manual,0.396,0.351,0.253
MANGALWARI,GOREWADA ESR,SZ-22,CHECK:02-04?,manual,0.396,0.351,0.253
MANGALWARI,GOREWADA ESR,SZ-9,04-08,auto,0.302,0.336,0.361
MANGALWARI,GOREWADA ESR,SZ-46,CHECK:02-04?,manual,0.428,0.308,0.264
MANGALWARI,GOREWADA ESR,SZ-45,CHECK:02-04?,manual,0.394,0.35,0.256
MANGALWARI,GOREWADA ESR,SZ-44,CHECK:02-04?,manual,0.429,0.302,0.269
MANGALWARI,GOREWADA ESR,SZ-43,CHECK:02-04?,manual,0.422,0.308,0.27
MANGALWARI,GOREWADA ESR,SZ-42,CHECK:02-04?,manual,0.421,0.308,0.27
MANGALWARI,GOREWADA ESR,SZ-41,CHECK:02-04?,manual,0.424,0.307,0.269
MANGALWARI,GOREWADA ESR,SZ-27,CHECK:02-04?,manual,0.416,0.307,0.276
MANGALWARI,GOREWADA ESR,SZ-26,CHECK:02-04?,manual,0.414,0.322,0.265
MANGALWARI,GOREWADA ESR,SZ-23,CHECK:02-04?,manual,0.397,0.352,0.251
MANGALWARI,GOREWADA ESR,SZ-25,CHECK:02-04?,manual,0.391,0.352,0.258
MANGALWARI,GOREWADA ESR,SZ-28,CHECK:02-04?,manual,0.395,0.354,0.251
MANGALWARI,GOREWADA ESR,SZ-24,CHECK:02-04?,manual,0.447,0.398,0.155
MANGALWARI,GOREWADA ESR,SZ-21,CHECK:02-04?,manual,0.392,0.353,0.255
MANGALWARI,GOREWADA ESR,SZ-19,CHECK:02-04?,manual,0.372,0.357,0.271
MANGALWARI,GOREWADA ESR,SZ-20,CHECK:02-04?,manual,0.367,0.36,0.273
MANGALWARI,GOREWADA ESR,SZ-39,CHECK:02-04?,manual,0.374,0.356,0.27
MANGALWARI,GOREWADA ESR,SZ-36,CHECK:02-04?,manual,0.369,0.358,0.273
MANGALWARI,GOREWADA ESR,SZ-34,CHECK:02-04?,manual,0.369,0.36,0.27
MANGALWARI,GOREWADA ESR,SZ-35,CHECK:02-04?,manual,0.366,0.357,0.277
MANGALWARI,GOREWADA ESR,SZ-33,CHECK:02-04?,manual,0.366,0.358,0.276
MANGALWARI,GOREWADA ESR,SZ-8,CHECK:02-04?,manual,0.394,0.354,0.252
MANGALWARI,GOREWADA ESR,SZ-10,CHECK:02-04?,manual,0.396,0.355,0.249
MANGALWARI,GOREWADA ESR,SZ-14,CHECK:02-04?,manual,0.387,0.355,0.258
MANGALWARI,GOREWADA ESR,SZ-16,CHECK:02-04?,manual,0.366,0.357,0.276
MANGALWARI,GOREWADA ESR,SZ-15,CHECK:02-04?,manual,0.37,0.36,0.27
MANGALWARI,GOREWADA ESR,SZ-17,CHECK:02-04?,manual,0.379,0.361,0.26
MANGALWARI,GOREWADA ESR,SZ-18,CHECK:02-04?,manual,0.409,0.356,0.236
MANGALWARI,GOREWADA ESR,SZ-7,CHECK:02-04?,manual,0.406,0.358,0.236
MANGALWARI,GOREWADA ESR,SZ-13,CHECK:02-04?,manual,0.406,0.355,0.24
MANGALWARI,GOREWADA ESR,SZ-11,CHECK:02-04?,manual,0.4,0.355,0.245
MANGALWARI,GOREWADA ESR,SZ-12,CHECK:02-04?,manual,0.396,0.355,0.249
MANGALWARI,GOREWADA ESR,SZ-29,04-08,auto,0.301,0.339,0.36
MANGALWARI,GOREWADA ESR,SZ-1,04-08,auto,0.3,0.34,0.359
MANGALWARI,GOREWADA ESR,SZ-4,CHECK:18-24?,manual,0.343,0.409,0.248
MANGALWARI,GOREWADA ESR,SZ-2,04-08,auto,0.276,0.352,0.372
MANGALWARI,GOREWADA ESR,SZ-3,04-08,auto,0.296,0.341,0.363
MANGALWARI,GOREWADA ESR,SZ-5,04-08,auto,0.305,0.335,0.36
MANGALWARI,GOREWADA ESR,SZ-6,CHECK:02-04?,manual,0.429,0.356,0.215
MANGALWARI,GOREWADA ESR,SZ-37,04-08,auto,0.303,0.339,0.358
MANGALWARI,GOREWADA ESR,SZ-40,04-08,auto,0.276,0.359,0.366
MANGALWARI,GOREWADA ESR,SZ-47,04-08,auto,0.269,0.36,0.37
MANGALWARI,GOREWADA ESR,SZ-48,04-08,auto,0.284,0.358,0.358
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-8,CHECK:02-04?,manual,0.366,0.366,0.268
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-4,04-08,auto,0.273,0.337,0.39
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-2,CHECK:18-24?,manual,0.335,0.438,0.227
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-1,CHECK:18-24?,manual,0.328,0.445,0.227
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-6,04-08,auto,0.266,0.334,0.4
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-15,CHECK:18-24?,manual,0.327,0.434,0.239
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-14,04-08,auto,0.258,0.337,0.405
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-10,04-08,auto,0.273,0.33,0.397
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-9,CHECK:18-24?,manual,0.348,0.445,0.207
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-5,04-08,auto,0.274,0.335,0.391
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-13,04-08,auto,0.265,0.333,0.402
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-7,CHECK:18-24?,manual,0.341,0.454,0.205
MANGALWARI,GOVERNOR HOUSE - RAJ NAGAR,SZ-3,04-08,auto,0.273,0.333,0.394
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-17,04-08,auto,0.315,0.332,0.352
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-11,04-08,auto,0.303,0.338,0.359
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-12,04-08,auto,0.298,0.336,0.366
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-15,CHECK:02-04?,manual,0.37,0.356,0.274
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-16,04-08,auto,0.304,0.339,0.358
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-8,CHECK:18-24?,manual,0.324,0.401,0.275
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-5,CHECK:18-24?,manual,0.339,0.387,0.274
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-7,CHECK:02-04?,manual,0.355,0.386,0.259
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-13,CHECK:02-04?,manual,0.389,0.361,0.251
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-9,CHECK:02-04?,manual,0.349,0.388,0.263
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-6,CHECK:18-24?,manual,0.35,0.4,0.25
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-1,CHECK:18-24?,manual,0.336,0.448,0.216
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-4,CHECK:18-24?,manual,0.339,0.383,0.277
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-14,CHECK:02-04?,manual,0.37,0.359,0.271
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-18,04-08,auto,0.294,0.339,0.367
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-10,CHECK:02-04?,manual,0.403,0.355,0.242
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-3,CHECK:02-04?,manual,0.342,0.379,0.279
MANGALWARI,GOVERNOR HOUSE - SADAR,SZ-2,CHECK:02-04?,manual,0.341,0.381,0.277
NEHRU NAGAR,DIGHORI ESR,SZ-9,CHECK:02-04?,manual,0.363,0.367,0.27
NEHRU NAGAR,DIGHORI ESR,SZ-21,CHECK:02-04?,manual,0.358,0.367,0.275
NEHRU NAGAR,DIGHORI ESR,SZ-20,CHECK:02-04?,manual,0.371,0.363,0.266
NEHRU NAGAR,DIGHORI ESR,SZ-8,CHECK:02-04?,manual,0.369,0.369,0.261
NEHRU NAGAR,DIGHORI ESR,SZ-11,CHECK:02-04?,manual,0.37,0.366,0.264
NEHRU NAGAR,DIGHORI ESR,SZ-16,CHECK:02-04?,manual,0.371,0.365,0.264
NEHRU NAGAR,DIGHORI ESR,SZ-12,CHECK:02-04?,manual,0.374,0.364,0.262
NEHRU NAGAR,DIGHORI ESR,SZ-18,CHECK:02-04?,manual,0.378,0.368,0.254
NEHRU NAGAR,DIGHORI ESR,SZ-14,CHECK:02-04?,manual,0.383,0.365,0.252
NEHRU NAGAR,DIGHORI ESR,SZ-13,CHECK:02-04?,manual,0.373,0.365,0.262
NEHRU NAGAR,DIGHORI ESR,SZ-10,CHECK:02-04?,manual,0.366,0.368,0.266
NEHRU NAGAR,DIGHORI ESR,SZ-17,CHECK:02-04?,manual,0.361,0.363,0.276
NEHRU NAGAR,DIGHORI ESR,SZ-15,CHECK:02-04?,manual,0.368,0.366,0.266
NEHRU NAGAR,DIGHORI ESR,SZ-19,CHECK:02-04?,manual,0.375,0.37,0.255
NEHRU NAGAR,NANDANVAN ESR,SZ-7,04-08,auto,0.308,0.339,0.353
NEHRU NAGAR,NANDANVAN ESR,SZ-4,CHECK:02-04?,manual,0.323,0.343,0.333
NEHRU NAGAR,NANDANVAN ESR,SZ-9,04-08,auto,0.305,0.337,0.358
NEHRU NAGAR,NANDANVAN ESR,SZ-3,04-08,auto,0.296,0.34,0.364
NEHRU NAGAR,NANDANVAN ESR,SZ-8,CHECK:02-04?,manual,0.433,0.303,0.264
NEHRU NAGAR,NANDANVAN ESR,SZ-7,04-08,auto,0.3,0.338,0.362
NEHRU NAGAR,NANDANVAN ESR,SZ-6,04-08,auto,0.303,0.34,0.357
NEHRU NAGAR,NANDANVAN ESR,SZ-5,04-08,auto,0.303,0.339,0.358
NEHRU NAGAR,NANDANVAN ESR,SZ-1,CHECK:02-04?,manual,0.397,0.355,0.247
NEHRU NAGAR,NANDANVAN ESR,SZ-10,CHECK:02-04?,manual,0.401,0.354,0.245
NEHRU NAGAR,NANDANVAN ESR,SZ-2,CHECK:02-04?,manual,0.401,0.356,0.244
SATRANJIPURA,Bastarwari ESR IIA,SZ-1,CHECK:02-04?,manual,0.427,0.307,0.266
SATRANJIPURA,Bastarwari ESR IIA,SZ-3,CHECK:02-04?,manual,0.419,0.305,0.276
SATRANJIPURA,Bastarwari ESR IIA,SZ-8,CHECK:02-04?,manual,0.401,0.359,0.24
SATRANJIPURA,Bastarwari ESR IIA,SZ-7,CHECK:02-04?,manual,0.406,0.355,0.24
SATRANJIPURA,Bastarwari ESR IIA,SZ-11,CHECK:02-04?,manual,0.405,0.356,0.239
SATRANJIPURA,Bastarwari ESR IIA,SZ-9,CHECK:02-04?,manual,0.407,0.355,0.238
SATRANJIPURA,Bastarwari ESR IIA,SZ-5,CHECK:02-04?,manual,0.409,0.357,0.235
SATRANJIPURA,Bastarwari ESR IIA,SZ-10,CHECK:02-04?,manual,0.39,0.357,0.253
SATRANJIPURA,Bastarwari ESR IIA,SZ-13,CHECK:02-04?,manual,0.411,0.349,0.24
SATRANJIPURA,Bastarwari ESR IIA,SZ-2,CHECK:02-04?,manual,0.48,0.296,0.223
SATRANJIPURA,Bastarwari ESR IIA,SZ-4,CHECK:02-04?,manual,0.402,0.351,0.248
SATRANJIPURA,Bastarwari ESR IIA,SZ-6,CHECK:02-04?,manual,0.408,0.351,0.241
SATRANJIPURA,Bastarwari ESR IIA,SZ-12,CHECK:02-04?,manual,0.422,0.362,0.216
SATRANJIPURA,Shanti Nagar ESR,SZ-2,CHECK:18-24?,manual,0.344,0.425,0.231
SATRANJIPURA,Shanti Nagar ESR,SZ-4,CHECK:02-04?,manual,0.371,0.363,0.266
SATRANJIPURA,Shanti Nagar ESR,SZ-6,CHECK:02-04?,manual,0.356,0.361,0.282
SATRANJIPURA,Shanti Nagar ESR,SZ-12,CHECK:02-04?,manual,0.375,0.364,0.262
SATRANJIPURA,Shanti Nagar ESR,SZ-5,CHECK:02-04?,manual,0.405,0.368,0.227
SATRANJIPURA,Shanti Nagar ESR,SZ-7,CHECK:02-04?,manual,0.371,0.364,0.265
SATRANJIPURA,Shanti Nagar ESR,SZ-11,CHECK:02-04?,manual,0.391,0.378,0.231
SATRANJIPURA,Shanti Nagar ESR,SZ-9,CHECK:02-04?,manual,0.377,0.365,0.258
SATRANJIPURA,Shanti Nagar ESR,SZ-10,CHECK:02-04?,manual,0.376,0.363,0.261
SATRANJIPURA,Shanti Nagar ESR,SZ-3,CHECK:02-04?,manual,0.371,0.363,0.266
SATRANJIPURA,Shanti Nagar ESR,SZ-8,CHECK:02-04?,manual,0.373,0.361,0.266
SATRANJIPURA,Shanti Nagar ESR,SZ-1,CHECK:18-24?,manual,0.343,0.417,0.239
SATRANJIPURA,Shanti Nagar ESR,SZ-14,CHECK:02-04?,manual,0.377,0.364,0.259
SATRANJIPURA,Shanti Nagar ESR,SZ-13,CHECK:02-04?,manual,0.395,0.366,0.239
